UniProt,Position,Target
Q9C0A6,1071,NP
Q9C0A6,1232,NP
Q9C0A6,1237,NP
Q9C0A6,1239,NP
Q9C0A6,1272,NP
Q9C0A6,1274,NP
Q9C0A6,1320,NP
Q9C0A6,1400,NP
Q9C0A6,1414,NP
Q9C0A6,1425,NP
Q9NV92,105,NP
Q9NV92,284,NP
Q9NV92,288,NP
Q9NV92,293,NP
Q9NV92,314,NP
Q9NV92,332,NP
Q8WUS8,19,NP
Q8WUS8,82,NP
Q8WUS8,120,NP
Q8WUS8,142,NP
Q8WUS8,152,NP
Q8WUS8,189,NP
Q8WUS8,213,NP
Q8WUS8,252,NP
Q8WUS8,275,NP
Q8WUS8,288,NP
Q8WUS8,305,NP
Q8WUS8,317,NP
Q8WUS8,324,NP
Q8WUS8,336,NP
Q92506,247,NP
Q96JE7,72,NP
Q96JE7,88,NP
Q96JE7,89,NP
Q96JE7,93,NP
Q96JE7,98,NP
Q96JE7,103,NP
Q96JE7,107,NP
Q96JE7,110,NP
Q96JE7,121,NP
Q96JE7,124,NP
Q96JE7,145,NP
Q96JE7,151,NP
Q96JE7,156,NP
Q96JE7,162,NP
Q96JE7,241,NP
Q96JE7,276,NP
Q96JE7,399,NP
Q96JE7,451,NP
Q96JE7,482,NP
Q96JE7,543,NP
Q96JE7,567,NP
Q96JE7,577,NP
Q96JE7,612,NP
Q96JE7,640,NP
Q96JE7,649,NP
Q96JE7,739,NP
Q96JE7,748,NP
Q96JE7,754,NP
Q96JE7,783,NP
Q96JE7,799,NP
Q96JE7,1030,NP
Q96JE7,1055,NP
P48995,6,NP
P48995,60,NP
P48995,61,NP
P48995,106,NP
P48995,154,NP
P48995,172,NP
P48995,217,NP
P48995,258,NP
P48995,316,NP
P48995,342,NP
P48995,394,NP
P48995,404,NP
P48995,408,NP
P48995,444,NP
P48995,466,NP
P48995,510,NP
P48995,517,NP
P48995,559,NP
P48995,563,NP
P48995,597,NP
P48995,613,NP
P48995,629,NP
P48995,671,NP
P48995,693,NP
P48995,731,NP
P48995,742,NP
P48995,786,NP
P48995,790,NP
Q03405,79,NP
Q03405,109,NP
Q03405,114,NP
Q03405,171,NP
Q03405,258,NP
Q03405,302,NP
Q96M89,22,NP
Q96M89,38,NP
Q96M89,42,NP
Q96M89,56,NP
Q96M89,114,NP
Q96M89,181,NP
Q96M89,346,NP
Q96M89,355,NP
Q96M89,430,NP
Q96M89,508,NP
Q96M89,532,NP
Q14980,104,NP
Q14980,121,NP
Q14980,817,NP
Q14980,827,NP
Q14980,1433,NP
Q14980,1476,NP
Q14980,1512,NP
Q14980,1610,NP
Q14980,1621,NP
Q14980,1938,NP
Q9BPX1,119,NP
Q9BPX1,128,NP
Q9BPX1,154,NP
Q9BPX1,175,NP
Q9BPX1,253,NP
Q9BSU1,46,NP
Q9BSU1,91,NP
Q9BSU1,120,NP
Q9BSU1,149,NP
Q9BSU1,174,NP
Q9BSU1,197,NP
Q9BSU1,240,NP
Q9BSU1,260,NP
Q9BSU1,284,NP
Q9BSU1,288,NP
Q9BSU1,313,NP
Q9BSU1,317,NP
Q9BSU1,322,NP
Q9BSU1,348,NP
Q9BSU1,407,NP
Q14914,49,NP
Q14914,130,NP
Q14914,181,NP
Q14914,193,NP
Q14914,211,NP
Q14914,214,NP
Q14914,245,NP
Q14914,298,NP
Q14914,301,NP
A8MVW0,48,NP
A8MVW0,87,NP
A8MVW0,117,NP
A8MVW0,123,NP
A8MVW0,135,NP
A8MVW0,169,NP
A8MVW0,278,NP
A8MVW0,288,NP
A8MVW0,313,NP
A8MVW0,338,NP
A8MVW0,339,NP
A8MVW0,484,NP
Q9BXS6,14,NP
Q9BXS6,42,NP
Q9BXS6,202,NP
Q9BXS6,370,NP
Q9BXS6,399,NP
Q9BXS6,403,NP
Q9H2S6,62,NP
Q9H2S6,69,NP
Q9H2S6,78,NP
Q9H2S6,109,NP
Q9H2S6,113,NP
Q9H2S6,184,NP
Q9H2S6,248,NP
Q9H2S6,264,NP
Q9H2S6,268,NP
Q9H2S6,275,NP
Q9H2S6,287,NP
Q9H2S6,289,NP
Q9H2S6,291,NP
Q9H2S6,293,NP
Q8NCW5,59,NP
Q8NCW5,76,NP
Q8NCW5,99,NP
Q8NCW5,136,NP
Q8NCW5,142,NP
Q8NCW5,180,NP
Q8NCW5,271,NP
Q8NCW5,278,NP
Q8NCW5,285,NP
P10747,32,NP
P10747,42,NP
P10747,44,NP
P10747,69,NP
P10747,72,NP
P10747,79,NP
P10747,98,NP
P10747,103,NP
P10747,110,NP
P10747,118,NP
P10747,122,NP
P10747,166,NP
Q02543,28,NP
Q02543,84,NP
Q02543,97,NP
Q02543,110,NP
Q9H159,79,NP
Q9H159,100,NP
Q9H159,153,NP
Q9H159,188,NP
Q9H159,196,NP
Q9H159,220,NP
Q9H159,261,NP
Q9H159,281,NP
Q9H159,293,NP
Q9H159,330,NP
Q9H159,348,NP
Q9H159,374,NP
Q9H159,375,NP
Q9H159,406,NP
Q9H159,436,NP
Q9H159,446,NP
Q9H159,457,NP
Q9H159,473,NP
Q9H159,474,NP
Q9H159,477,NP
Q9H159,506,NP
Q9H159,547,NP
Q9H159,584,NP
Q9H159,641,NP
Q9H159,682,NP
Q9H159,721,NP
Q9H159,747,NP
Q9H159,749,NP
Q9BUB7,74,NP
Q9BUB7,78,NP
Q9BUB7,112,NP
Q9BUB7,124,NP
Q9BUB7,145,NP
Q9BUB7,166,NP
Q9BUB7,213,NP
Q9BUB7,232,NP
Q9BUB7,238,NP
Q9BUB7,246,NP
P78527,103,NP
P78527,115,NP
P78527,157,NP
P78527,175,NP
P78527,265,NP
P78527,290,NP
P78527,340,NP
P78527,346,NP
P78527,366,NP
P78527,385,NP
P78527,408,NP
P78527,423,NP
P78527,431,NP
P78527,449,NP
P78527,524,NP
P78527,565,NP
P78527,647,NP
P78527,651,NP
P78527,701,NP
P78527,748,NP
P78527,762,NP
P78527,788,NP
P78527,789,NP
P78527,799,NP
P78527,959,NP
P78527,962,NP
P78527,984,NP
P78527,1107,NP
P78527,1192,NP
P78527,1243,NP
P78527,1267,NP
P78527,1330,NP
P78527,1332,NP
P78527,1411,NP
P78527,1437,NP
P78527,1488,NP
P78527,1558,NP
P78527,1560,NP
P78527,1675,NP
P78527,1739,NP
P78527,1802,NP
P78527,1873,NP
P78527,1874,NP
P78527,1881,NP
P78527,1920,NP
P78527,1940,NP
P78527,1945,NP
P78527,1962,NP
P78527,1988,NP
P78527,2004,NP
P78527,2024,NP
P78527,2030,NP
P78527,2052,NP
P78527,2054,NP
P78527,2160,NP
P78527,2184,NP
P78527,2253,NP
P78527,2288,NP
P78527,2299,NP
P78527,2312,NP
P78527,2316,NP
P78527,2412,NP
P78527,2474,NP
P78527,2484,NP
P78527,2572,NP
P78527,2589,NP
P78527,2772,NP
P78527,2775,NP
P78527,2930,NP
P78527,2965,NP
P78527,2972,NP
P78527,3002,NP
P78527,3013,NP
P78527,3036,NP
P78527,3040,NP
P78527,3043,NP
P78527,3082,NP
P78527,3090,NP
P78527,3101,NP
P78527,3102,NP
P78527,3114,NP
P78527,3168,NP
P78527,3280,NP
P78527,3334,NP
P78527,3413,NP
P78527,3442,NP
P78527,3475,NP
P78527,3525,NP
P78527,3531,NP
P78527,3540,NP
P78527,3610,NP
P78527,3614,NP
P78527,3705,NP
P78527,3839,NP
P78527,3981,NP
P78527,4039,NP
P78527,4046,NP
Q6PI77,246,NP
Q6PI77,319,NP
Q6PI77,440,NP
Q6PI77,445,NP
Q6PI77,530,NP
Q9Y5Z7,52,NP
Q9Y5Z7,93,NP
Q9Y5Z7,96,NP
Q9Y5Z7,101,NP
Q9Y5Z7,135,NP
Q9Y5Z7,140,NP
Q9Y5Z7,164,NP
Q9Y5Z7,198,NP
Q9Y5Z7,258,NP
Q9Y5Z7,288,NP
Q9Y5Z7,328,NP
Q9Y5Z7,336,NP
Q9Y5Z7,351,NP
Q9Y5Z7,386,NP
Q9Y5Z7,396,NP
Q9Y5Z7,465,NP
Q9Y5Z7,615,NP
Q9Y5Z7,635,NP
Q9Y5Z7,649,NP
Q9Y5Z7,710,NP
Q9Y5Z7,713,NP
Q9Y5Z7,734,NP
Q9Y5Z7,755,NP
Q9Y5Z7,773,NP
Q14690,119,NP
Q14690,202,NP
Q14690,223,NP
Q14690,238,NP
Q14690,321,NP
Q14690,393,NP
Q14690,424,NP
Q14690,447,NP
Q14690,466,NP
Q14690,497,NP
Q14690,536,NP
Q14690,555,NP
Q14690,562,NP
Q14690,578,NP
Q14690,587,NP
Q14690,879,NP
Q14690,1146,NP
Q14690,1159,NP
Q14690,1267,NP
Q14690,1284,NP
Q14690,1330,NP
Q14690,1353,NP
Q14690,1367,NP
Q14690,1503,NP
Q14690,1504,NP
Q14690,1625,NP
Q14690,1671,NP
Q14690,1687,NP
Q14690,1701,NP
Q14690,1714,NP
Q14690,1731,NP
Q14690,1791,NP
Q14690,1801,NP
Q14690,1838,NP
Q14690,1841,NP
O00151,102,NP
O00151,284,NP
Q10570,5,NP
Q10570,19,NP
Q10570,39,NP
Q10570,41,NP
Q10570,108,NP
Q10570,155,NP
Q10570,189,NP
Q10570,212,NP
Q10570,213,NP
Q10570,288,NP
Q10570,296,NP
Q10570,332,NP
Q10570,381,NP
Q10570,396,NP
Q10570,448,NP
Q10570,461,NP
Q10570,533,NP
Q10570,617,NP
Q10570,655,NP
Q10570,675,NP
Q10570,701,NP
Q10570,797,NP
Q10570,862,NP
Q10570,874,NP
Q10570,933,NP
Q10570,938,NP
Q10570,940,NP
Q10570,989,NP
Q10570,1004,NP
Q10570,1007,NP
Q10570,1024,NP
Q10570,1027,NP
Q10570,1034,NP
Q10570,1066,NP
Q10570,1120,NP
Q10570,1164,NP
Q10570,1211,NP
Q10570,1236,NP
Q10570,1256,NP
Q10570,1281,NP
Q10570,1283,NP
Q10570,1356,NP
Q10570,1407,NP
Q10570,1409,NP
Q5TCS8,10,NP
Q5TCS8,49,NP
Q5TCS8,112,NP
Q5TCS8,152,NP
Q5TCS8,171,NP
Q5TCS8,233,NP
Q5TCS8,244,NP
Q5TCS8,263,NP
Q5TCS8,286,NP
Q5TCS8,321,NP
Q5TCS8,328,NP
Q5TCS8,349,NP
Q5TCS8,355,NP
Q5TCS8,364,NP
Q5TCS8,382,NP
Q5TCS8,422,NP
Q5TCS8,478,NP
Q5TCS8,500,NP
Q5TCS8,561,NP
Q5TCS8,601,NP
Q5TCS8,629,NP
Q5TCS8,659,NP
Q5TCS8,675,NP
Q5TCS8,822,NP
Q5TCS8,853,NP
Q5TCS8,883,NP
Q5TCS8,893,NP
Q5TCS8,900,NP
Q5TCS8,962,NP
Q5TCS8,963,NP
Q5TCS8,980,NP
Q5TCS8,1129,NP
Q5TCS8,1288,NP
Q5TCS8,1342,NP
Q5TCS8,1344,NP
Q5TCS8,1350,NP
Q5TCS8,1373,NP
Q5TCS8,1380,NP
Q5TCS8,1382,NP
Q5TCS8,1400,NP
Q5TCS8,1435,NP
Q5TCS8,1448,NP
Q5TCS8,1500,NP
Q5TCS8,1546,NP
Q5TCS8,1562,NP
Q5TCS8,1572,NP
Q5TCS8,1573,NP
Q5TCS8,1581,NP
Q5TCS8,1672,NP
Q5TCS8,1673,NP
Q5TCS8,1691,NP
Q5TCS8,1728,NP
Q5TCS8,1733,NP
Q5TCS8,1740,NP
Q5TCS8,1750,NP
Q5TCS8,1754,NP
Q5TCS8,1759,NP
Q5TCS8,1777,NP
Q5TCS8,1803,NP
Q5TCS8,1853,NP
Q5TCS8,1858,NP
Q5TCS8,1874,NP
Q5TCS8,1883,NP
Q9NTM9,109,NP
Q9NTM9,251,NP
Q14156,16,NP
Q14156,43,NP
Q14156,57,NP
Q14156,73,NP
Q14156,136,NP
Q14156,140,NP
Q14156,282,NP
Q14156,288,NP
Q14156,396,NP
Q14156,473,NP
Q14156,531,NP
Q14156,535,NP
Q14156,548,NP
Q14156,552,NP
Q14156,604,NP
Q14156,634,NP
Q14156,659,NP
Q14156,674,NP
Q14156,811,NP
Q14156,821,NP
Q86UF1,137,NP
Q86UF1,162,NP
Q86UF1,170,NP
Q86UF1,187,NP
Q86UF1,212,NP
Q86UF1,220,NP
Q86UF1,283,NP
P09564,58,NP
P09564,71,NP
P09564,72,NP
P09564,112,NP
P09564,123,NP
P0DME0,83,NP
P0DME0,129,NP
P0DME0,145,NP
P0DME0,242,NP
P0DME0,243,NP
P12644,87,NP
P12644,106,NP
P12644,181,NP
P12644,232,NP
P12644,314,NP
P12644,332,NP
P12644,336,NP
P12644,385,NP
P12644,389,NP
P12644,397,NP
Q9UJJ7,13,NP
Q9UJJ7,46,NP
Q9UJJ7,58,NP
Q9UJJ7,87,NP
Q9UJJ7,156,NP
Q9UJJ7,193,NP
Q9UJJ7,212,NP
Q6IQ21,46,NP
Q6IQ21,107,NP
Q6IQ21,127,NP
Q6IQ21,130,NP
Q6IQ21,290,NP
Q6IQ21,332,NP
Q6IQ21,395,NP
Q6IQ21,494,NP
Q6IQ21,531,NP
Q6IQ21,555,NP
Q6IQ21,569,NP
Q6IQ21,613,NP
Q6IQ21,625,NP
Q6IQ21,644,NP
O60478,49,NP
O60478,53,NP
O60478,61,NP
O60478,70,NP
O60478,99,NP
O60478,118,NP
O60478,135,NP
O60478,154,NP
O60478,159,NP
O60478,214,NP
O60478,225,NP
O60478,247,NP
O60478,253,NP
O60478,271,NP
O60478,274,NP
O60478,291,NP
O60478,311,NP
O60478,338,NP
O60478,346,NP
O60478,369,NP
O60478,370,NP
Q5HYK9,22,NP
Q5HYK9,39,NP
Q5HYK9,47,NP
Q5HYK9,283,NP
Q5HYK9,358,NP
Q5HYK9,386,NP
Q5HYK9,471,NP
Q5HYK9,499,NP
Q5HYK9,555,NP
Q5HYK9,583,NP
Q5HYK9,592,NP
Q6RFH5,210,NP
Q6RFH5,225,NP
Q6RFH5,228,NP
Q6RFH5,309,NP
O14880,8,NP
O14880,36,NP
O14880,44,NP
O14880,68,NP
O14880,105,NP
Q9NR82,108,NP
Q9NR82,114,NP
Q9NR82,116,NP
Q9NR82,129,NP
Q9NR82,188,NP
Q9NR82,260,NP
Q9NR82,271,NP
Q9NR82,285,NP
Q9NR82,298,NP
Q9NR82,314,NP
Q9NR82,381,NP
Q9NR82,544,NP
Q9NR82,553,NP
Q9NR82,627,NP
Q9NR82,703,NP
Q9Y3Q7,47,NP
Q9Y3Q7,73,NP
Q9Y3Q7,75,NP
Q9Y3Q7,87,NP
Q9Y3Q7,94,NP
Q9Y3Q7,97,NP
Q9Y3Q7,125,NP
Q9Y3Q7,141,NP
Q9Y3Q7,157,NP
Q9Y3Q7,167,NP
Q9Y3Q7,185,NP
Q9Y3Q7,189,NP
Q9Y3Q7,197,NP
Q9Y3Q7,199,NP
Q9Y3Q7,263,NP
Q9Y3Q7,273,NP
Q9Y3Q7,277,NP
Q9Y3Q7,283,NP
Q9Y3Q7,297,NP
Q9Y3Q7,304,NP
Q9Y3Q7,329,NP
Q9Y3Q7,365,NP
Q9Y3Q7,463,NP
Q9Y3Q7,476,NP
Q9Y3Q7,489,NP
Q9Y3Q7,491,NP
Q9Y3Q7,570,NP
Q9Y3Q7,572,NP
Q9Y3Q7,596,NP
Q9Y3Q7,608,NP
Q9Y3Q7,622,NP
Q9Y3Q7,676,NP
Q9Y3Q7,681,NP
Q9Y3Q7,724,NP
Q9Y5Z4,38,NP
Q9Y5Z4,43,NP
Q9Y5Z4,72,NP
Q9Y5Z4,92,NP
Q9Y5Z4,110,NP
Q9Y5Z4,174,NP
Q9Y5Z4,175,NP
Q9UNE0,28,NP
Q9UNE0,36,NP
Q9UNE0,37,NP
Q9UNE0,57,NP
Q9UNE0,62,NP
Q9UNE0,69,NP
Q9UNE0,84,NP
Q9UNE0,120,NP
Q9UNE0,121,NP
Q9UNE0,131,NP
Q9UNE0,136,NP
Q9UNE0,209,NP
Q9UNE0,333,NP
A3QJZ6,82,NP
A3QJZ6,190,NP
A3QJZ6,205,NP
A3QJZ6,229,NP
A3QJZ6,247,NP
A3QJZ6,270,NP
A3QJZ6,275,NP
A3QJZ6,304,NP
Q9NQS3,109,NP
Q9NQS3,117,NP
Q9NQS3,126,NP
Q9NQS3,146,NP
Q9NQS3,231,NP
Q9NQS3,259,NP
Q9NQS3,267,NP
Q9NQS3,276,NP
Q9NQS3,332,NP
Q9NQS3,336,NP
Q9NQS3,354,NP
Q9NQS3,428,NP
Q9NQS3,443,NP
Q9NQS3,548,NP
Q01995,8,NP
Q9BRN9,92,NP
Q9BRN9,136,NP
Q9BRN9,154,NP
Q9BRN9,177,NP
Q9BRN9,184,NP
Q9BRN9,205,NP
Q9BRN9,237,NP
Q9BRN9,246,NP
O00206,38,NP
O00206,46,NP
O00206,72,NP
O00206,98,NP
O00206,170,NP
O00206,191,NP
O00206,292,NP
O00206,295,NP
O00206,296,NP
O00206,328,NP
O00206,403,NP
O00206,451,NP
O00206,540,NP
O00206,652,NP
O00206,655,NP
O00206,667,NP
O00206,709,NP
O00206,751,NP
O00206,786,NP
O00206,794,NP
Q13485,114,NP
Q13485,117,NP
Q13485,131,NP
Q13485,133,NP
Q13485,162,NP
Q13485,195,NP
Q13485,260,NP
Q13485,276,NP
Q13485,301,NP
Q13485,322,NP
Q13485,328,NP
Q13485,353,NP
Q13485,412,NP
Q13485,413,NP
Q13485,430,NP
Q13485,434,NP
Q04759,36,NP
Q04759,45,NP
Q04759,53,NP
Q04759,188,NP
Q04759,237,NP
Q04759,239,NP
Q04759,460,NP
Q04759,468,NP
Q04759,484,NP
Q04759,502,NP
Q04759,556,NP
Q04759,570,NP
Q04759,598,NP
Q8IW45,27,NP
Q8IW45,90,NP
Q8IW45,119,NP
Q8IW45,198,NP
Q8IW45,214,NP
Q14789,56,NP
Q14789,110,NP
Q14789,363,NP
Q14789,458,NP
Q14789,707,NP
Q14789,1061,NP
Q14789,1212,NP
Q14789,1410,NP
Q14789,1615,NP
Q14789,1622,NP
Q14789,1735,NP
Q14789,1838,NP
Q14789,1990,NP
Q14789,2031,NP
Q14789,2300,NP
Q14789,2356,NP
Q14789,2569,NP
Q14789,2630,NP
Q14789,2761,NP
Q14789,2828,NP
Q14789,2904,NP
Q14789,2924,NP
Q14789,3083,NP
Q9UJQ4,154,NP
Q9UJQ4,170,NP
Q9UJQ4,380,NP
Q9UJQ4,386,NP
Q9UJQ4,457,NP
Q9UJQ4,528,NP
Q9UJQ4,585,NP
Q9UJQ4,772,NP
Q9UJQ4,836,NP
Q9UJQ4,972,NP
Q92547,38,NP
Q92547,58,NP
Q92547,102,NP
Q92547,136,NP
Q92547,156,NP
Q92547,229,NP
Q92547,251,NP
Q92547,282,NP
Q92547,365,NP
Q92547,404,NP
Q92547,435,NP
Q92547,442,NP
Q92547,447,NP
Q92547,593,NP
Q92547,622,NP
Q92547,678,NP
Q92547,705,NP
Q92547,934,NP
Q92547,947,NP
Q92547,958,NP
Q92547,989,NP
Q92547,993,NP
Q92547,1170,NP
Q92547,1268,NP
Q92547,1283,NP
Q92547,1318,NP
Q92547,1333,NP
Q92547,1349,NP
Q92547,1462,NP
Q92547,1468,NP
Q92547,1472,NP
Q92547,1484,NP
B9A064,97,NP
B9A064,142,NP
B9A064,174,NP
Q53HC0,9,NP
Q53HC0,64,NP
Q53HC0,157,NP
Q53HC0,189,NP
Q53HC0,222,NP
Q16204,80,NP
O95749,18,NP
O95749,83,NP
O95749,96,NP
O95749,131,NP
O95749,136,NP
O95749,144,NP
O95749,169,NP
O95749,190,NP
O95749,198,NP
O95749,246,NP
O95749,250,NP
O95749,259,NP
Q96CS2,27,NP
Q96CS2,65,NP
Q96CS2,71,NP
Q96CS2,94,NP
Q96CS2,241,NP
Q15052,213,NP
Q15052,241,NP
Q15052,242,NP
Q15052,256,NP
Q15052,267,NP
Q15052,331,NP
Q15052,334,NP
Q15052,383,NP
Q15052,460,NP
P50990,47,NP
P50990,132,NP
P50990,242,NP
P50990,308,NP
P50990,351,NP
P32245,21,NP
P32245,80,NP
P32245,153,NP
P32245,187,NP
P32245,212,NP
P32245,268,NP
P32245,276,NP
P32245,287,NP
P32245,302,NP
P32245,320,NP
P32245,332,NP
O15541,197,NP
O15541,205,NP
O15541,226,NP
O15541,241,NP
O15541,280,NP
O15541,297,NP
Q8IW70,73,NP
Q8IW70,96,NP
Q8IW70,103,NP
Q8IW70,112,NP
Q8IW70,114,NP
Q8IW70,124,NP
Q8IW70,127,NP
Q8IW70,170,NP
Q8IW70,172,NP
Q8IW70,182,NP
Q8IW70,188,NP
Q8IW70,194,NP
Q8IW70,209,NP
Q8IW70,249,NP
Q8IW70,266,NP
Q8IW70,296,NP
Q8IW70,320,NP
Q8IW70,324,NP
Q8IW70,327,NP
Q8IW70,387,NP
Q8IW70,409,NP
Q8IW70,480,NP
Q8IW70,530,NP
Q8IW70,535,NP
P50479,213,NP
P50479,274,NP
P50479,301,NP
P50479,322,NP
Q8IUS5,25,NP
Q8IUS5,27,NP
Q8IUS5,73,NP
Q8IUS5,107,NP
Q8IUS5,111,NP
Q8IUS5,120,NP
Q8IUS5,160,NP
Q8IUS5,182,NP
Q8IUS5,203,NP
Q8IUS5,216,NP
Q8IUS5,217,NP
Q8IUS5,218,NP
Q8IUS5,264,NP
Q8IUS5,266,NP
Q8IUS5,281,NP
Q8IUS5,321,NP
Q8IUS5,325,NP
P56945,99,NP
P56945,107,NP
P56945,747,NP
P56945,837,NP
Q9UHR4,52,NP
Q9UHR4,122,NP
Q9UHR4,209,NP
Q9UHR4,210,NP
O75081,261,NP
O75081,342,NP
O75081,357,NP
O75081,438,NP
O75081,481,NP
O75081,575,NP
Q6P1N0,166,NP
Q6P1N0,267,NP
Q6P1N0,359,NP
Q6P1N0,385,NP
Q6P1N0,576,NP
Q6P1N0,688,NP
Q6P1N0,880,NP
Q6P1N0,905,NP
Q68D85,52,NP
Q68D85,120,NP
Q68D85,161,NP
Q68D85,169,NP
Q68D85,329,NP
Q68D85,366,NP
Q86XR5,115,NP
P04118,16,NP
P04118,75,NP
Q9NR19,70,NP
Q9NR19,82,NP
Q9NR19,105,NP
Q9NR19,124,NP
Q9NR19,138,NP
Q9NR19,166,NP
Q9NR19,218,NP
Q9NR19,315,NP
Q9NR19,333,NP
Q9NR19,336,NP
Q9NR19,343,NP
Q9NR19,367,NP
Q9NR19,370,NP
Q9NR19,388,NP
Q9NR19,401,NP
Q9NR19,407,NP
Q9NR19,450,NP
Q9NR19,515,NP
Q9NR19,530,NP
Q9NR19,540,NP
Q9NR19,547,NP
Q9NR19,548,NP
Q9NR19,562,NP
Q9NR19,612,NP
Q9NR19,647,NP
Q8WVE0,24,NP
Q8WVE0,39,NP
Q8WVE0,55,NP
Q8WVE0,86,NP
Q8WVE0,104,NP
Q8WVE0,111,NP
Q8WVE0,118,NP
Q8WVE0,120,NP
Q8WVE0,144,NP
Q8WVE0,203,NP
Q8WVE0,206,NP
Q8N187,90,NP
Q8N187,169,NP
Q8N187,220,NP
Q8N187,223,NP
Q8N187,266,NP
Q8N187,269,NP
Q8N187,288,NP
Q8N187,368,NP
Q8N187,379,NP
Q8N187,437,NP
Q8N187,490,NP
Q8N187,571,NP
Q8N187,719,NP
P25490,145,NP
Q8N3T1,7,NP
Q8N3T1,57,NP
Q8N3T1,117,NP
Q8N3T1,245,NP
Q8N3T1,322,NP
Q8N3T1,323,NP
Q8N3T1,375,NP
Q8N3T1,382,NP
Q8N3T1,419,NP
Q8N3T1,453,NP
Q8N3T1,493,NP
Q8N3T1,497,NP
Q8N3T1,544,NP
Q8N3T1,616,NP
Q8N9N8,57,NP
P49354,63,NP
P49354,66,NP
P49354,100,NP
P49354,102,NP
P49354,131,NP
P49354,154,NP
P49354,166,NP
P49354,200,NP
P49354,222,NP
P49354,241,NP
P49354,262,NP
P49354,279,NP
P49354,292,NP
P49354,310,NP
P49354,319,NP
Q9NZZ3,45,NP
Q9NZZ3,75,NP
Q9NZZ3,120,NP
Q9NZZ3,153,NP
Q9NZZ3,182,NP
Q8IWX8,53,NP
Q8IWX8,55,NP
Q8IWX8,56,NP
Q8IWX8,216,NP
Q8IWX8,245,NP
Q8IWX8,272,NP
Q8IWX8,291,NP
Q8IWX8,299,NP
Q8IWX8,391,NP
Q8IWX8,442,NP
Q8IWX8,567,NP
Q8IWX8,573,NP
Q8IWX8,647,NP
Q8IWX8,666,NP
Q8IWX8,764,NP
Q8IWX8,776,NP
Q8TAV4,57,NP
Q8TAV4,120,NP
Q8TAV4,121,NP
Q8TAV4,124,NP
Q8TAV4,281,NP
Q9Y219,29,NP
Q9Y219,70,NP
Q9Y219,78,NP
Q9Y219,90,NP
Q9Y219,104,NP
Q9Y219,221,NP
Q9Y219,226,NP
Q9Y219,266,NP
Q9Y219,279,NP
Q9Y219,310,NP
Q9Y219,331,NP
Q9Y219,339,NP
Q9Y219,445,NP
Q9Y219,446,NP
Q9Y219,482,NP
Q9Y219,552,NP
Q9Y219,558,NP
Q9Y219,559,NP
Q9Y219,632,NP
Q9Y219,690,NP
Q9Y219,697,NP
Q9Y219,719,NP
Q9Y219,728,NP
Q9Y219,799,NP
Q9Y219,838,NP
Q9Y219,849,NP
Q9Y219,1234,NP
Q8IZU9,33,NP
Q8IZU9,48,NP
Q8IZU9,74,NP
Q8IZU9,96,NP
Q8IZU9,99,NP
Q8IZU9,125,NP
Q8IZU9,195,NP
Q8IZU9,282,NP
Q8IZU9,299,NP
Q8IZU9,305,NP
Q8IZU9,396,NP
Q8IZU9,468,NP
Q8IZU9,497,NP
Q8IZU9,637,NP
Q8IZU9,638,NP
Q8IZU9,679,NP
Q8IZU9,689,NP
Q8IZU9,691,NP
Q9UHD1,6,NP
Q9UHD1,166,NP
Q9UHD1,191,NP
Q9UHD1,246,NP
P62917,40,NP
P62917,186,NP
P62917,189,NP
O60609,61,NP
O60609,117,NP
O60609,182,NP
O60609,292,NP
Q9P2G9,61,NP
Q9P2G9,91,NP
Q9P2G9,126,NP
Q9P2G9,142,NP
Q9P2G9,159,NP
Q9P2G9,191,NP
Q9P2G9,231,NP
Q9P2G9,292,NP
Q9P2G9,306,NP
Q9P2G9,339,NP
Q9P2G9,369,NP
Q9P2G9,416,NP
Q9P2G9,463,NP
Q9P2G9,480,NP
Q9P2G9,510,NP
Q9P2G9,527,NP
Q9P2G9,536,NP
Q9P2G9,567,NP
Q96EN8,28,NP
Q96EN8,30,NP
Q96EN8,51,NP
Q96EN8,77,NP
Q96EN8,99,NP
Q96EN8,112,NP
Q96EN8,200,NP
Q96EN8,211,NP
Q96EN8,242,NP
Q96EN8,263,NP
Q96EN8,289,NP
Q96EN8,298,NP
Q96EN8,305,NP
Q96EN8,355,NP
Q96EN8,357,NP
Q96EN8,365,NP
Q96EN8,375,NP
Q96EN8,404,NP
Q96EN8,414,NP
Q96EN8,471,NP
Q96EN8,588,NP
Q96EN8,590,NP
Q96EN8,612,NP
Q96EN8,684,NP
Q96EN8,739,NP
Q96EN8,844,NP
Q9UGK8,25,NP
Q9UGK8,91,NP
Q9UGK8,234,NP
Q9UGK8,294,NP
Q9UGK8,354,NP
Q96I34,174,NP
Q96I34,274,NP
Q96I34,361,NP
Q96I34,424,NP
Q01484,135,NP
Q01484,243,NP
Q01484,365,NP
Q01484,420,NP
Q01484,606,NP
Q01484,651,NP
Q01484,738,NP
Q01484,762,NP
Q01484,861,NP
Q01484,886,NP
Q01484,889,NP
Q01484,915,NP
Q01484,945,NP
Q01484,1112,NP
Q01484,1150,NP
Q01484,1318,NP
Q01484,1326,NP
Q01484,1614,NP
Q01484,1639,NP
Q01484,2150,NP
Q01484,2182,NP
Q01484,2231,NP
Q01484,2611,NP
Q01484,2718,NP
Q01484,2759,NP
Q01484,2808,NP
Q01484,2920,NP
